text,label
"@USAirways your ticket agents at gate 4 in Providence airport rocked tonight, especially Kristy, sorry if that is not the correct spelling.",positive
@JetBlue what is the name of this tailfin? http://t.co/qxV45MV0Ug,neutral
@USAirways PLANS CHANGED! IS THAT WHAT U CALL NOT BEIN ABLE 2 PARK ON TIME PLANES W A 2 HR LAYOVER N B ABLE 2 MAKE UR CONNECTION! #seriously,negative
@AmericanAir how does one book a ticket online and put it on hold?  Does that require that I pay for the ticket?,neutral
@JetBlue There's a large family of birds inside T5. Are they fed? Are they there for a purpose?,neutral
@usairways @AmericanAir LAX connect from term 6 to term 4.  55min layover due to delay. US755-AA2595. Is this realistic? Can 2595 be held?,negative
@USAirways It's very difficult to work with Baggage claims when they don't answer the phone,negative
@SouthwestAir your WiFi is shit. fix that up before I jump out of the closest bloody fucking emergency exit.,negative
"@SouthwestAir thank you : 8UXZJ2
Paid for early bird and sat in back",negative
@SouthwestAir @challemann flying to LGA in the dead of winter? #jvstatus EWR &amp; JFK is always the intelligent option.,negative
@USAirways just told by supervisor that they won't guarantee the empty seats to standby passengers with flights Cancelled Flightled so can sell them,neutral
@JetBlue what's good with a Miami terminal?,neutral
@USAirways well that is not going to help. I'vebeen on hold over 3 hrs &amp; my client wants his ff nbr in the record he's elite wAA,negative
@SouthwestAir although I'm not happy you Cancelled Flighted my flight home tomorrow (phx to atl then dca) I am happy on how easy it was to rebook,negative
@united is amazing how hard is to talk with customer service! !!,negative
"@united @TiffanyAndCo @NTrustOpen ah, so that's where the funds to fix the broken plane upon which I sat for 4 hrs on IAH runway went.",negative
@USAirways I tried that before using Twitter. Also gave me no helpful information. Thank you anyway,negative
Please explain …….. “@JetBlue: Our fleet's on fleek. http://t.co/vOsIzh17sl”,neutral
@USAirways How will I change it?,neutral
“@AmericanAir Thanks for info on super large passengers- the extra seat Mr. Big needed was the one i was sitting in already #customerservice,negative
@united @reccewife with the exception of everything you've asked for. Heh,neutral
@AmericanAir My ex-boyfriend picks up my calls more than you do! #Cancelled Flightedflight #nocustomerservice #americanairlines #FAIL,negative
"@united thanks for the reply. To clarify, the airfare is similar to your likely intended peer group. The $3 beer charge, however, is not",negative
"@JetBlue  FLL to MDE, great flight, great customer service, THANKS! 2 mths waiting  @AmericanAir  to speak to a human at customer service",positive
@SouthwestAir Do you have childrens rates for flights?,neutral
@united my mother's flight was delayed from phl-ord. We're on our way to NRT and the gate refused to upgrade. A platinum.  Blegh,negative
@JetBlue oh yes! I hope you expand to other airports soon so I can fly you to see my family each year!!!!,positive
@SouthwestAir great flight! And great view! http://t.co/auFM4xdaj2,positive
@united UA1469. Just landed.,neutral
@united you are lightyears ahead of the security control at Newark airport. They wasted 40 precious mins w bad efficiency. #frightening,negative
@AmericanAir does it show that we are on the same plane?,neutral
@AmericanAir I meant can you use the 50k bonus sign up mileage for Alaska flights or only American?,neutral
@united considering it. Currently gold on @delta. Why should I make the jump for an upcoming flight from SFO to Singapore?,negative
@VirginAmerica thanks!,positive
@AmericanAir yes there's issues on the site as well unfortunately.,negative
@SouthwestAir You've inspired me to start my own airline to combat your weak ass airline. sick of this shit,negative
@AmericanAir I DM'd you,negative
"@united @bobwesson fair enough United. everybody is doing the best they can. Although that ""slight delay"" is turning into a Cancelled Flightlation.",negative
@USAirways Strike Three!!! You guys suck!!!,negative
@USAirways stuck on Tarmac for hour an a half and told longer to go and no hotels available when we land in Phoenix #unacceptable #unhappy,negative
@SouthwestAir and this asshole cut in front of me. Your system blows. http://t.co/7ujt8VTCpa,negative
@united There is no excuse for leaving a minor to spend the night sobbing (9 hours) in a plastic chair. UA's actions? Terrible. # united,negative
"@VirginAmerica @freddieawards Done and done! Best airline around, hands down!",positive
@united trying to reach him for the number. At last they have him on standbye and gave him 1 meal voucher for a potential 2 day standbye!,negative
@AmericanAir still not taking calls ?   Storm ended 2 days ago. Be like pats and #doyourjob,negative
"@AmericanAir 
Thank you for responding...My laptop is in my bag and I need it for work. I am worried. The file code is UTEVGW.",neutral
@united Got me home amid snow &amp; Cancelled Flightlations; delivered bag w/o hassle; plus no wait on phone &amp; an upgrade. Thank you!,positive
@united your ground crew was inept and left a truck sitting on the Tarmac. Didn't have a gate agent once we got a gate.,negative
@VirginAmerica @ladygaga @carrieunderwood All were entertaining,neutral
@AmericanAir fortunately the window seat was a no-show. Able to scoot over and create space.,negative
"@AmericanAir I'm trying my hardest to not get frustrated, but I am getting no response on email or by phone. AA owes me $500. How do I claim",negative
@AmericanAir this receipt doesn't show the evoucher value nor does it mention having used an evoucher,neutral
@USAirways This is ridiculous. You delayed my husband's flights &amp; made him miss his connection. Told him to leave his bags. Sent him (1/3),negative
@united is synonymous to with #rude. And #cheap. You really don't know how to value the customer,negative
@usairways hey just letting you know you're the worst fucking service I've ever used thanks for nothing,negative
"@usairways and @AmericanAir  4 days of Cancelled Flightations, I have driven to 3 airports in 3 different states, spent more on gas than my flight.",negative
"@united No, I need you guys to not over book planes. It's not a concern, I'll just travel with someone else moving forward.",negative
@JetBlue Thx for the quick response .... yep I tried- but it can't find the flight when I Input the Confirmation #,positive
@united ...just called and lady at your overseas call center said she saw no note. I explained the situation...again...,negative
"@AmericanAir @karabuxthomps Yeah, I have a lot of questions, number one: how dare you",negative
"@USAirways 167 minutes?  ""Im not trained in that"". Cmon. Can't you do better than that?",negative
@USAirways I'm logged into a Flight Booking Problems. I need to add API before travelling to the states but I cannot see where to do it,negative
@JetBlue that's what they told me half an hour ago,negative
@united seriously?   UA 806.  Delayed because of the copilot isn't here?  For 1.5 hours and he is only flying from Raleigh? Disappointing,negative
@AmericanAir DONE!! thank you so much!!,positive
@USAirways Been tweeting with the team at @AmericanAir who informed me that the problem is that you never sent his bags to them yesterday.,negative
@AmericanAir if I could fly an md80/dc10 I would be so happy I live that plane so much md80 is love md80 is life.,positive
"@USAirways wow this airline is a joke, absolutely horrendous customer service. you guys should be ashamed.",negative
@USAirways thank you!!!,positive
@united can you maybe have more than 1 person working customer service desk in Houston airport? Line 3 rows deep 1 person working,negative
@USAirways your customer service is atrocious.,negative
@united waiting on plane so long missed my connecting flight it left early. That's the last flight out tonight. HELP http://t.co/hBsJ2sF17h,negative
@AmericanAir Supposed to arrive at my destination tonight. American rebooks me for Wednesday? Where am I staying until then?,negative
"Yes, I filed a report in Atlanta. My bags are in Charlotte, NC. 24 hours Late Flightr and still can't find my luggage ... @USAirways",negative
@AmericanAir no worries you're swamped I know just dmd back THANK U,neutral
@JetBlue okay awesome! Thank you!,positive
@AmericanAir I let a crew member know every time this happens.  Which is most of the time.,negative
@united Pay for a cab back to the airport to show baggage dept. my wet shirts and suit is not a viable option. 2nd time this has happened!!,negative
@United lounge @ #Heathrow Used by @AirNZUSA http://t.co/6hJucP694l,neutral
"@JetBlue yes, well they are operating outside of your terminal and targeting vulnerable passengers. No better than thieves.",negative
@AmericanAir an overzealous stewardess prevented us from bringing in a car seat! #worstflight!,negative
@united boarding a #plane would be much faster if you boarded back to front instead of front to back #MakesSense #efficiency #travel #flying,negative
